START TIME:2024-03-11 15:07:26
Vd=-0000.200000V
REPEAT,TIME(sec),GATE-VOLT(V),DRAIN-CURRENT(A),GATE-CURRENT(A)
1,0.000000e+00, 5.00000e-01, 3.19839e-04, 1.35779e-04
1,2.004800e-02, 4.90000e-01, 3.32236e-04, 2.56300e-05
1,4.010000e-02, 4.80000e-01, 3.43084e-04, -2.52724e-05
1,6.015200e-02, 4.70000e-01, 3.33428e-04, -4.56572e-05
1,8.020400e-02, 4.60000e-01, 3.31879e-04, -4.35114e-05
1,1.002560e-01, 4.50000e-01, 3.30567e-04, -5.34058e-05
1,1.203080e-01, 4.40000e-01, 3.38674e-04, -7.12872e-05
1,1.403590e-01, 4.30000e-01, 3.24965e-04, -5.48363e-05
1,1.604110e-01, 4.20000e-01, 3.26753e-04, -5.16176e-05
1,1.804630e-01, 4.10000e-01, 3.22938e-04, -4.70877e-05
1,2.005150e-01, 4.00000e-01, 3.22104e-04, -5.30481e-05
1,2.205670e-01, 3.90000e-01, 3.20911e-04, -5.79357e-05
1,2.406190e-01, 3.80000e-01, 3.23534e-04, -5.66244e-05
1,2.606710e-01, 3.70000e-01, 3.37601e-04, -4.36306e-05
1,2.807270e-01, 3.60000e-01, 3.38554e-04, -4.68493e-05
1,3.007750e-01, 3.50000e-01, 3.43323e-04, -5.71012e-05
1,3.208270e-01, 3.40000e-01, 3.52740e-04, -5.04255e-05
1,3.408790e-01, 3.30000e-01, 3.36647e-04, -4.11272e-05
1,3.609310e-01, 3.20000e-01, 3.47376e-04, -4.02927e-05
1,3.809830e-01, 3.10000e-01, 3.40223e-04, -4.78029e-05
1,4.010360e-01, 3.00000e-01, 3.40462e-04, -4.82798e-05
1,4.210880e-01, 2.90000e-01, 3.41177e-04, -4.95911e-05
1,4.411390e-01, 2.80000e-01, 3.35217e-04, -3.88622e-05
1,4.611910e-01, 2.70000e-01, 3.27587e-04, -4.16040e-05
1,4.812430e-01, 2.60000e-01, 3.06129e-04, -5.07832e-05
1,5.012950e-01, 2.50000e-01, 3.24130e-04, -4.79221e-05
1,5.213460e-01, 2.40000e-01, 3.25561e-04, -5.47171e-05
1,5.413980e-01, 2.30000e-01, 3.29375e-04, -5.09024e-05
1,5.614540e-01, 2.20000e-01, 3.24249e-04, -5.11408e-05
1,5.815030e-01, 2.10000e-01, 3.43204e-04, -5.97239e-05
1,6.020650e-01, 2.00000e-01, 3.35932e-04, -5.86510e-05
1,6.221180e-01, 1.90000e-01, 3.22938e-04, -6.54459e-05
1,6.421700e-01, 1.80000e-01, 3.35097e-04, -5.36442e-05
1,6.622220e-01, 1.70000e-01, 3.31879e-04, -5.80549e-05
1,6.822740e-01, 1.60000e-01, 3.25322e-04, -5.05447e-05
1,7.023260e-01, 1.50000e-01, 3.17931e-04, -5.36442e-05
1,7.223780e-01, 1.40000e-01, 3.34144e-04, -4.45843e-05
1,7.424300e-01, 1.30000e-01, 3.29494e-04, -2.88486e-05
1,7.624820e-01, 1.20000e-01, 3.16501e-04, -4.52995e-05
1,7.825340e-01, 1.10000e-01, 3.23176e-04, -3.81470e-05
1,8.025860e-01, 1.00000e-01, 3.21031e-04, -3.42131e-05
1,8.226380e-01, 9.00000e-02, 3.19362e-04, -2.39611e-05
1,8.426900e-01, 8.00000e-02, 3.34382e-04, -3.23057e-05
1,8.627420e-01, 7.00000e-02, 3.33428e-04, -4.45843e-05
1,8.827940e-01, 6.00000e-02, 3.27229e-04, -5.82933e-05
1,9.028460e-01, 5.00000e-02, 3.24965e-04, -4.89950e-05
1,9.228980e-01, 4.00000e-02, 3.14832e-04, -5.34058e-05
1,9.429490e-01, 3.00000e-02, 3.12328e-04, -5.56707e-05
1,9.630010e-01, 2.00000e-02, 3.13878e-04, -7.25985e-05
1,9.830540e-01, 1.00000e-02, 3.24368e-04, -6.75917e-05
1,1.003100e+00, 0.00000e+00, 3.10898e-04, -6.84261e-05
1,1.023270e+00, -1.00000e-02, 3.18289e-04, -8.45194e-05
1,1.043320e+00, -2.00000e-02, 3.28541e-04, -6.87838e-05
1,1.063370e+00, -3.00000e-02, 3.08990e-04, -6.36578e-05
1,1.083420e+00, -4.00000e-02, 3.14593e-04, -6.47306e-05
1,1.103470e+00, -5.00000e-02, 3.01600e-04, -7.08103e-05
1,1.123530e+00, -6.00000e-02, 3.10063e-04, -6.74725e-05
1,1.143580e+00, -7.00000e-02, 3.21150e-04, -7.54595e-05
1,1.163630e+00, -8.00000e-02, 3.23653e-04, -6.79493e-05
1,1.183680e+00, -9.00000e-02, 3.15070e-04, -5.40018e-05
1,1.203730e+00, -1.00000e-01, 3.17574e-04, -4.25577e-05
1,1.223790e+00, -1.10000e-01, 3.14832e-04, -3.56436e-05
1,1.243840e+00, -1.20000e-01, 3.12090e-04, -4.75645e-05
1,1.263890e+00, -1.30000e-01, 2.99454e-04, -5.25713e-05
1,1.283940e+00, -1.40000e-01, 3.00884e-04, -5.04255e-05
1,1.303990e+00, -1.50000e-01, 2.90632e-04, -5.42402e-05
1,1.324050e+00, -1.60000e-01, 2.81692e-04, -5.30481e-05
1,1.344100e+00, -1.70000e-01, 2.67506e-04, -5.63860e-05
1,1.364150e+00, -1.80000e-01, 2.48551e-04, -6.61612e-05
1,1.384200e+00, -1.90000e-01, 2.21968e-04, -5.81741e-05
1,1.404250e+00, -2.00000e-01, 2.12550e-04, -6.75917e-05
1,1.424820e+00, -2.10000e-01, 1.91569e-04, -6.24657e-05
1,1.444870e+00, -2.20000e-01, 1.70946e-04, -6.27041e-05
1,1.464920e+00, -2.30000e-01, 1.61171e-04, -6.29425e-05
1,1.484970e+00, -2.40000e-01, 1.16706e-04, -6.18696e-05
1,1.505020e+00, -2.50000e-01, 7.87973e-05, -6.86646e-05
1,1.525080e+00, -2.60000e-01, 3.54052e-05, -6.44922e-05
1,1.545130e+00, -2.70000e-01, -2.74181e-05, -6.56843e-05
1,1.565180e+00, -2.80000e-01, -8.47578e-05, -6.09159e-05
1,1.585230e+00, -2.90000e-01, -1.41382e-04, -6.22272e-05
1,1.605280e+00, -3.00000e-01, -2.13623e-04, -7.08103e-05
