START TIME:2024-11-09 17:47:51
TIME(sec),GATE-VOLTAGE(V),GATE-CURRENT(A),DRAIN-VOLTAGE(V),DRAIN-CURRENT(A)
0.000000e+00, -3.00000e-01, -2.72942e-06, 1.00000e-01, 6.38542e-06
2.005100e-02, -3.00000e-01, -2.28086e-06, 8.00000e-02, 9.23573e-06
4.510100e-02, -3.00000e-01, -1.86314e-06, 6.00000e-02, 9.48460e-06
7.015000e-02, -3.00000e-01, -1.53307e-06, 4.00000e-02, 8.00647e-06
9.519900e-02, -3.00000e-01, -1.26625e-06, 2.00000e-02, 4.97759e-06
1.202480e-01, -3.00000e-01, -1.04624e-06, 0.00000e+00, 8.46543e-07
1.915460e-01, -3.00000e-01, -7.96653e-07, -2.00000e-02, -4.38738e-06
2.216480e-01, -3.00000e-01, -6.44642e-07, -4.00000e-02, -9.84060e-06
2.466970e-01, -3.00000e-01, -5.16996e-07, -6.00000e-02, -1.49341e-05
2.971310e-01, -3.00000e-01, -4.12850e-07, -8.00000e-02, -1.99465e-05
3.221800e-01, -3.00000e-01, -3.12075e-07, -1.00000e-01, -2.45156e-05
3.472280e-01, -3.00000e-01, -2.23772e-07, -1.20000e-01, -2.85664e-05
3.722770e-01, -3.00000e-01, -1.45471e-07, -1.40000e-01, -3.20705e-05
4.830640e-01, -3.00000e-01, -1.83936e-07, -1.60000e-01, -3.50396e-05
5.888780e-01, -3.00000e-01, -1.58310e-07, -1.80000e-01, -3.45485e-05
6.947200e-01, -3.00000e-01, -1.19151e-07, -2.00000e-01, -3.52798e-05
7.805370e-01, -3.00000e-01, -6.78878e-08, -2.20000e-01, -3.63038e-05
9.310980e-01, -3.00000e-01, -4.68680e-08, -2.40000e-01, -3.75422e-05
9.511500e-01, -3.00000e-01, 1.51651e-08, -2.60000e-01, -3.79929e-05
9.761980e-01, -3.00000e-01, 9.24231e-08, -2.80000e-01, -3.97858e-05
1.021780e+00, -3.00000e-01, 1.44300e-07, -3.00000e-01, -4.12488e-05
1.041830e+00, -3.00000e-01, 2.06565e-07, -3.20000e-01, -4.21010e-05
1.066880e+00, -3.00000e-01, 2.60100e-07, -3.40000e-01, -4.30981e-05
1.091930e+00, -3.00000e-01, 3.03407e-07, -3.60000e-01, -4.39007e-05
1.116980e+00, -3.00000e-01, 3.42395e-07, -3.80000e-01, -4.45482e-05
1.142030e+00, -3.00000e-01, 3.77887e-07, -4.00000e-01, -4.50790e-05
