START TIME:2024-11-09 17:34:46
TIME(sec),GATE-VOLTAGE(V),GATE-CURRENT(A),DRAIN-VOLTAGE(V),DRAIN-CURRENT(A)
0.000000e+00, -3.00000e-01, -2.01596e-06, 1.00000e-01, 4.68435e-05
2.005200e-02, -3.00000e-01, -1.27076e-06, 8.00000e-02, 6.72197e-05
6.562200e-02, -3.00000e-01, -6.60186e-07, 6.00000e-02, 6.12392e-05
8.567400e-02, -3.00000e-01, -2.49006e-07, 4.00000e-02, 4.74517e-05
1.759710e-01, -3.00000e-01, -8.68451e-08, 2.00000e-02, 2.44802e-05
2.166010e-01, -3.00000e-01, 4.51270e-08, 0.00000e+00, -1.33971e-07
2.467240e-01, -3.00000e-01, 2.50080e-07, -2.00000e-02, -2.46227e-05
3.227740e-01, -3.00000e-01, 2.57065e-07, -4.00000e-02, -4.85693e-05
3.478230e-01, -3.00000e-01, 3.21522e-07, -6.00000e-02, -7.10619e-05
3.728710e-01, -3.00000e-01, 3.56264e-07, -8.00000e-02, -9.17450e-05
3.979200e-01, -3.00000e-01, 3.74223e-07, -1.00000e-01, -1.06773e-04
4.483450e-01, -3.00000e-01, 3.15154e-07, -1.20000e-01, -1.23973e-04
4.733940e-01, -3.00000e-01, 3.38741e-07, -1.40000e-01, -1.39004e-04
4.984430e-01, -3.00000e-01, 3.47591e-07, -1.60000e-01, -1.51901e-04
5.234960e-01, -3.00000e-01, 3.48813e-07, -1.80000e-01, -1.62729e-04
5.485440e-01, -3.00000e-01, 3.45032e-07, -2.00000e-01, -1.71604e-04
5.741030e-01, -3.00000e-01, 3.35038e-07, -2.20000e-01, -1.78531e-04
5.991510e-01, -3.00000e-01, 3.27122e-07, -2.40000e-01, -1.83980e-04
6.242000e-01, -3.00000e-01, 3.15975e-07, -2.60000e-01, -1.87957e-04
6.492490e-01, -3.00000e-01, 3.03149e-07, -2.80000e-01, -1.90640e-04
6.742990e-01, -3.00000e-01, 2.89825e-07, -3.00000e-01, -1.92298e-04
6.993470e-01, -3.00000e-01, 2.75860e-07, -3.20000e-01, -1.93112e-04
7.243970e-01, -3.00000e-01, 2.61816e-07, -3.40000e-01, -1.93294e-04
7.494460e-01, -3.00000e-01, 2.47489e-07, -3.60000e-01, -1.92989e-04
7.744940e-01, -3.00000e-01, 2.33623e-07, -3.80000e-01, -1.92379e-04
7.995430e-01, -3.00000e-01, 2.19652e-07, -4.00000e-01, -1.91537e-04
8.898420e-01, -3.00000e-01, 1.62806e-08, -3.80000e-01, -1.78874e-04
9.098930e-01, -3.00000e-01, -6.51710e-08, -3.60000e-01, -1.68177e-04
9.555110e-01, -3.00000e-01, -4.64865e-08, -3.40000e-01, -1.62880e-04
9.756350e-01, -3.00000e-01, -1.26703e-07, -3.20000e-01, -1.59268e-04
1.000680e+00, -3.00000e-01, -1.48539e-07, -3.00000e-01, -1.54587e-04
1.025730e+00, -3.00000e-01, -1.65611e-07, -2.80000e-01, -1.49984e-04
1.050780e+00, -3.00000e-01, -1.81332e-07, -2.60000e-01, -1.45218e-04
1.075830e+00, -3.00000e-01, -1.97323e-07, -2.40000e-01, -1.40076e-04
1.100880e+00, -3.00000e-01, -2.13944e-07, -2.20000e-01, -1.34439e-04
1.126440e+00, -3.00000e-01, -2.22200e-07, -2.00000e-01, -1.28263e-04
1.151490e+00, -3.00000e-01, -2.50722e-07, -1.80000e-01, -1.21188e-04
1.176540e+00, -3.00000e-01, -2.72604e-07, -1.60000e-01, -1.13229e-04
1.201580e+00, -3.00000e-01, -2.96384e-07, -1.40000e-01, -1.04241e-04
1.226630e+00, -3.00000e-01, -3.22269e-07, -1.20000e-01, -9.80068e-05
1.277070e+00, -3.00000e-01, -3.04795e-07, -1.00000e-01, -8.50129e-05
1.302120e+00, -3.00000e-01, -3.48058e-07, -8.00000e-02, -7.10964e-05
