START TIME:2024-04-01 19:09:10
Vd=-0000.500000V
REPEAT,TIME(sec),GATE-VOLT(V),DRAIN-CURRENT(A),GATE-CURRENT(A)
1,0.000000e+00, -1.00000e+00, -9.62770e-03, -7.22170e-04
1,5.004800e-02, -9.50000e-01, -9.57823e-03, -1.97530e-04
1,1.001000e-01, -9.00000e-01, -9.55343e-03, -5.92470e-05
1,1.501530e-01, -8.50000e-01, -9.51374e-03, -6.12736e-05
1,2.002060e-01, -8.00000e-01, -9.45294e-03, -6.43730e-05
1,2.502580e-01, -7.50000e-01, -9.34064e-03, -4.39882e-05
1,3.003100e-01, -7.00000e-01, -9.20832e-03, -5.92470e-05
1,3.503630e-01, -6.50000e-01, -9.01985e-03, -5.43594e-05
1,4.004150e-01, -6.00000e-01, -8.79073e-03, -3.15905e-05
1,4.504670e-01, -5.50000e-01, -8.46577e-03, -3.71933e-05
1,5.005200e-01, -5.00000e-01, -8.04806e-03, -5.12600e-06
1,5.505720e-01, -4.50000e-01, -7.45857e-03, -5.18560e-05
1,6.006240e-01, -4.00000e-01, -6.71577e-03, -4.48227e-05
1,6.506770e-01, -3.50000e-01, -5.83029e-03, -5.50747e-05
1,7.007330e-01, -3.00000e-01, -4.80449e-03, -6.41346e-05
1,7.507810e-01, -2.50000e-01, -3.72195e-03, -4.08888e-05
1,8.013430e-01, -2.00000e-01, -2.72119e-03, -4.75645e-05
1,8.513950e-01, -1.50000e-01, -1.85192e-03, -3.42131e-05
1,9.014480e-01, -1.00000e-01, -1.12283e-03, -5.16176e-05
1,9.515010e-01, -5.00000e-02, -5.79238e-04, -5.35250e-05
1,1.001660e+00, 0.00000e+00, -1.96934e-04, -5.66244e-05
1,1.051710e+00, 5.00000e-02, -3.93391e-06, -3.83854e-05
1,1.101770e+00, 1.00000e-01, 9.01222e-05, -3.65973e-05
1,1.151820e+00, 1.50000e-01, 1.38640e-04, -4.42266e-05
1,1.201870e+00, 2.00000e-01, 1.36018e-04, -3.67165e-05
1,1.252430e+00, 2.50000e-01, 1.35779e-04, -4.89950e-05
1,1.302490e+00, 3.00000e-01, 1.43528e-04, -5.82933e-05
1,1.352540e+00, 3.50000e-01, 1.41740e-04, -5.69820e-05
1,1.402590e+00, 4.00000e-01, 1.37329e-04, -5.03063e-05
1,1.452650e+00, 4.50000e-01, 1.24812e-04, -5.54323e-05
1,1.502700e+00, 5.00000e-01, 1.34706e-04, -4.39882e-05
1,1.552750e+00, 5.50000e-01, 1.55091e-04, -4.38690e-05
1,1.602800e+00, 6.00000e-01, 1.35660e-04, -4.81606e-05
1,1.652850e+00, 6.50000e-01, 1.47343e-04, -5.94854e-05
1,1.702910e+00, 7.00000e-01, 1.55687e-04, -4.48227e-05
1,1.752960e+00, 7.50000e-01, 1.49012e-04, -5.59092e-05
1,1.803010e+00, 8.00000e-01, 1.57952e-04, -3.51667e-05
1,1.853070e+00, 8.50000e-01, 1.56403e-04, -3.12328e-05
1,1.903120e+00, 9.00000e-01, 1.50800e-04, -4.63724e-05
1,1.953170e+00, 9.50000e-01, 1.48296e-04, -4.85182e-05
1,2.003220e+00, 1.00000e+00, 1.66297e-04, -4.54187e-05
1,2.053280e+00, 9.50000e-01, 1.62721e-04, -4.56572e-05
1,2.103330e+00, 9.00000e-01, 1.47223e-04, -3.76701e-05
1,2.153380e+00, 8.50000e-01, 1.56045e-04, -3.08752e-05
1,2.203430e+00, 8.00000e-01, 1.59860e-04, -3.79086e-05
1,2.253490e+00, 7.50000e-01, 1.54853e-04, -2.98023e-05
1,2.303540e+00, 7.00000e-01, 1.59621e-04, -4.98295e-05
1,2.353590e+00, 6.50000e-01, 1.35541e-04, -4.24385e-05
1,2.403640e+00, 6.00000e-01, 1.29223e-04, -5.63860e-05
1,2.453700e+00, 5.50000e-01, 1.49131e-04, -6.84261e-05
1,2.503750e+00, 5.00000e-01, 1.41859e-04, -5.31673e-05
1,2.553800e+00, 4.50000e-01, 1.47581e-04, -4.05312e-05
1,2.603850e+00, 4.00000e-01, 1.45912e-04, -4.78029e-05
1,2.653910e+00, 3.50000e-01, 1.44839e-04, -5.23329e-05
1,2.703960e+00, 3.00000e-01, 1.33872e-04, -5.88894e-05
1,2.754010e+00, 2.50000e-01, 1.64270e-04, -6.65188e-05
1,2.804580e+00, 2.00000e-01, 1.75357e-04, -5.82933e-05
1,2.854630e+00, 1.50000e-01, 1.61886e-04, -5.40018e-05
1,2.904680e+00, 1.00000e-01, 1.60933e-04, -5.74589e-05
1,2.954730e+00, 5.00000e-02, 1.58310e-04, -5.25713e-05
1,3.004890e+00, -1.11022e-16, 1.36495e-04, -6.28233e-05
1,3.054950e+00, -5.00000e-02, 6.58035e-05, -6.48499e-05
1,3.105000e+00, -1.00000e-01, -7.96318e-05, -7.34329e-05
1,3.155050e+00, -1.50000e-01, -4.02093e-04, -6.65188e-05
1,3.205100e+00, -2.00000e-01, -9.15527e-04, -5.29289e-05
1,3.255670e+00, -2.50000e-01, -1.64545e-03, -6.53267e-05
1,3.305720e+00, -3.00000e-01, -2.55358e-03, -7.31945e-05
1,3.355770e+00, -3.50000e-01, -3.54540e-03, -5.84126e-05
1,3.405820e+00, -4.00000e-01, -4.62615e-03, -7.11679e-05
1,3.455880e+00, -4.50000e-01, -5.65803e-03, -6.86646e-05
1,3.505930e+00, -5.00000e-01, -6.56593e-03, -7.28369e-05
1,3.555980e+00, -5.50000e-01, -7.34472e-03, -8.14199e-05
1,3.606030e+00, -6.00000e-01, -7.97129e-03, -6.73532e-05
1,3.656090e+00, -6.50000e-01, -8.45909e-03, -6.17504e-05
1,3.706140e+00, -7.00000e-01, -8.83579e-03, -7.08103e-05
1,3.756190e+00, -7.50000e-01, -9.13072e-03, -6.65188e-05
1,3.806240e+00, -8.00000e-01, -9.30297e-03, -6.87838e-05
1,3.856300e+00, -8.50000e-01, -9.43255e-03, -7.62939e-05
1,3.906350e+00, -9.00000e-01, -9.54175e-03, -7.36713e-05
1,3.956400e+00, -9.50000e-01, -9.60469e-03, -7.11679e-05
1,4.006450e+00, -1.00000e+00, -1.92797e-03, -8.18968e-05
2,5.127948e+00, -1.00000e+00, -9.59575e-03, -7.28011e-04
2,5.177996e+00, -9.50000e-01, -9.55677e-03, -2.10404e-04
2,5.228048e+00, -9.00000e-01, -9.54640e-03, -7.09295e-05
2,5.278099e+00, -8.50000e-01, -9.50623e-03, -8.26120e-05
2,5.328152e+00, -8.00000e-01, -9.41503e-03, -5.78165e-05
2,5.378204e+00, -7.50000e-01, -9.33456e-03, -7.31945e-05
2,5.428257e+00, -7.00000e-01, -9.19569e-03, -8.97646e-05
2,5.478310e+00, -6.50000e-01, -9.01449e-03, -8.84533e-05
2,5.528362e+00, -6.00000e-01, -8.79014e-03, -8.53539e-05
2,5.578414e+00, -5.50000e-01, -8.46684e-03, -7.20024e-05
2,5.628465e+00, -5.00000e-01, -8.00371e-03, -4.41074e-05
2,5.678518e+00, -4.50000e-01, -7.41279e-03, -7.18832e-05
2,5.728570e+00, -4.00000e-01, -6.65247e-03, -5.56707e-05
2,5.778622e+00, -3.50000e-01, -5.73432e-03, -7.86781e-05
2,5.828678e+00, -3.00000e-01, -4.72641e-03, -8.23736e-05
2,5.878726e+00, -2.50000e-01, -3.65818e-03, -6.40154e-05
2,5.929289e+00, -2.00000e-01, -2.67744e-03, -5.92470e-05
2,5.979342e+00, -1.50000e-01, -1.80459e-03, -5.68628e-05
2,6.029394e+00, -1.00000e-01, -1.07920e-03, -5.68628e-05
2,6.079447e+00, -5.00000e-02, -5.36561e-04, -6.27041e-05
2,6.129608e+00, 0.00000e+00, -1.91927e-04, -5.74589e-05
2,6.179658e+00, 5.00000e-02, -3.69549e-06, -5.74589e-05
2,6.229708e+00, 1.00000e-01, 1.17898e-04, -4.32730e-05
2,6.279768e+00, 1.50000e-01, 1.38760e-04, -6.54459e-05
2,6.329818e+00, 2.00000e-01, 1.49369e-04, -5.16176e-05
2,6.380378e+00, 2.50000e-01, 1.62244e-04, -5.31673e-05
2,6.430428e+00, 3.00000e-01, 1.49131e-04, -6.11544e-05
2,6.480488e+00, 3.50000e-01, 1.57118e-04, -4.51803e-05
2,6.530538e+00, 4.00000e-01, 1.66655e-04, -5.47171e-05
2,6.580588e+00, 4.50000e-01, 1.68681e-04, -6.55651e-05
2,6.630648e+00, 5.00000e-01, 1.69039e-04, -5.68628e-05
2,6.680698e+00, 5.50000e-01, 1.42336e-04, -6.34193e-05
2,6.730748e+00, 6.00000e-01, 1.57714e-04, -5.36442e-05
2,6.780808e+00, 6.50000e-01, 1.61529e-04, -4.51803e-05
2,6.830858e+00, 7.00000e-01, 1.47700e-04, -6.97374e-05
2,6.880908e+00, 7.50000e-01, 1.61767e-04, -5.13792e-05
2,6.930958e+00, 8.00000e-01, 1.56760e-04, -6.38962e-05
2,6.981018e+00, 8.50000e-01, 1.47939e-04, -5.38826e-05
2,7.031068e+00, 9.00000e-01, 1.69396e-04, -4.61340e-05
2,7.081118e+00, 9.50000e-01, 1.51992e-04, -2.52724e-05
2,7.131168e+00, 1.00000e+00, 1.51992e-04, -2.89679e-05
2,7.181228e+00, 9.50000e-01, 1.31369e-04, -4.12464e-05
2,7.231278e+00, 9.00000e-01, 1.36971e-04, -2.78950e-05
2,7.281328e+00, 8.50000e-01, 1.51396e-04, -3.94583e-05
2,7.331378e+00, 8.00000e-01, 1.47700e-04, -4.26769e-05
2,7.381428e+00, 7.50000e-01, 1.38640e-04, -5.29289e-05
2,7.431488e+00, 7.00000e-01, 1.50681e-04, -4.79221e-05
2,7.481538e+00, 6.50000e-01, 1.48773e-04, -4.01735e-05
2,7.531588e+00, 6.00000e-01, 1.64866e-04, -3.17097e-05
2,7.581638e+00, 5.50000e-01, 1.55210e-04, -3.42131e-05
2,7.631698e+00, 5.00000e-01, 1.59144e-04, -4.82798e-05
2,7.681748e+00, 4.50000e-01, 1.82390e-04, -5.54323e-05
2,7.731798e+00, 4.00000e-01, 1.68681e-04, -4.25577e-05
2,7.781848e+00, 3.50000e-01, 1.79052e-04, -4.19617e-05
2,7.831898e+00, 3.00000e-01, 1.85251e-04, -5.16176e-05
2,7.881958e+00, 2.50000e-01, 1.69396e-04, -3.65973e-05
2,7.932518e+00, 2.00000e-01, 1.69635e-04, -5.37634e-05
2,7.982578e+00, 1.50000e-01, 1.69277e-04, -6.66380e-05
2,8.032628e+00, 1.00000e-01, 1.55449e-04, -5.24521e-05
2,8.082678e+00, 5.00000e-02, 1.42336e-04, -6.18696e-05
2,8.132838e+00, -1.11022e-16, 1.22309e-04, -9.67979e-05
2,8.182888e+00, -5.00000e-02, 5.56707e-05, -8.16584e-05
2,8.232948e+00, -1.00000e-01, -9.84669e-05, -8.69036e-05
2,8.282998e+00, -1.50000e-01, -4.36783e-04, -8.48770e-05
2,8.333048e+00, -2.00000e-01, -9.69768e-04, -6.72340e-05
2,8.383608e+00, -2.50000e-01, -1.71137e-03, -7.55787e-05
2,8.433668e+00, -3.00000e-01, -2.61748e-03, -7.22408e-05
2,8.483718e+00, -3.50000e-01, -3.64673e-03, -7.61747e-05
2,8.533768e+00, -4.00000e-01, -4.70734e-03, -8.97646e-05
2,8.583818e+00, -4.50000e-01, -5.71299e-03, -8.30889e-05
2,8.633868e+00, -5.00000e-01, -6.63817e-03, -8.01086e-05
2,8.683928e+00, -5.50000e-01, -7.41303e-03, -6.02007e-05
2,8.733978e+00, -6.00000e-01, -8.03769e-03, -7.59363e-05
2,8.784028e+00, -6.50000e-01, -8.51250e-03, -7.58171e-05
