START TIME:2024-04-01 19:11:13
Vd=-0000.500000V
REPEAT,TIME(sec),GATE-VOLT(V),DRAIN-CURRENT(A),GATE-CURRENT(A)
1,0.000000e+00, -1.50000e+00, -8.93688e-03, -1.21355e-03
1,5.004900e-02, -1.45000e+00, -8.61394e-03, -4.16398e-04
1,1.001010e-01, -1.40000e+00, -8.60214e-03, -9.31025e-05
1,1.501540e-01, -1.35000e+00, -8.67593e-03, -6.75917e-05
1,2.002060e-01, -1.30000e+00, -8.82518e-03, -6.07967e-05
1,2.502570e-01, -1.25000e+00, -8.96573e-03, -6.02007e-05
1,3.003100e-01, -1.20000e+00, -9.10282e-03, -7.18832e-05
1,3.503620e-01, -1.15000e+00, -9.19950e-03, -8.94070e-05
1,4.004150e-01, -1.10000e+00, -9.28545e-03, -8.88109e-05
1,4.504670e-01, -1.05000e+00, -9.32658e-03, -8.72612e-05
1,5.005200e-01, -1.00000e+00, -9.37915e-03, -9.82285e-05
1,5.505720e-01, -9.50000e-01, -9.40394e-03, -8.90493e-05
1,6.006240e-01, -9.00000e-01, -9.39453e-03, -9.07183e-05
1,6.506770e-01, -8.50000e-01, -9.38606e-03, -8.29697e-05
1,7.007330e-01, -8.00000e-01, -9.35352e-03, -6.99759e-05
1,7.507810e-01, -7.50000e-01, -9.30536e-03, -7.05719e-05
1,8.008320e-01, -7.00000e-01, -9.23359e-03, -6.69956e-05
1,8.508850e-01, -6.50000e-01, -9.08399e-03, -6.93798e-05
1,9.009370e-01, -6.00000e-01, -8.90338e-03, -8.82149e-05
1,9.509900e-01, -5.50000e-01, -8.61859e-03, -8.13007e-05
1,1.001040e+00, -5.00000e-01, -8.24237e-03, -8.91685e-05
1,1.051090e+00, -4.50000e-01, -7.73239e-03, -8.17776e-05
1,1.101150e+00, -4.00000e-01, -7.03084e-03, -1.00255e-04
1,1.151200e+00, -3.50000e-01, -6.16252e-03, -9.51290e-05
1,1.201250e+00, -3.00000e-01, -5.15664e-03, -8.78572e-05
1,1.251300e+00, -2.50000e-01, -4.08983e-03, -9.56059e-05
1,1.301870e+00, -2.00000e-01, -3.03388e-03, -8.60691e-05
1,1.351920e+00, -1.50000e-01, -2.09761e-03, -9.91821e-05
1,1.401970e+00, -1.00000e-01, -1.31810e-03, -8.69036e-05
1,1.452020e+00, -5.00000e-02, -7.12037e-04, -9.66787e-05
1,1.502190e+00, 0.00000e+00, -2.45214e-04, -7.29561e-05
1,1.552240e+00, 5.00000e-02, 1.78814e-06, -7.79629e-05
1,1.602290e+00, 1.00000e-01, 1.25527e-04, -8.03471e-05
1,1.652340e+00, 1.50000e-01, 1.72734e-04, -7.30753e-05
1,1.702390e+00, 2.00000e-01, 1.80483e-04, -7.41482e-05
1,1.752960e+00, 2.50000e-01, 1.84059e-04, -6.55651e-05
1,1.803010e+00, 3.00000e-01, 1.57475e-04, -5.31673e-05
1,1.853060e+00, 3.50000e-01, 1.72853e-04, -5.26905e-05
1,1.903110e+00, 4.00000e-01, 1.93357e-04, -7.54595e-05
1,1.953170e+00, 4.50000e-01, 1.64032e-04, -7.16448e-05
1,2.003220e+00, 5.00000e-01, 1.78933e-04, -9.90629e-05
1,2.053270e+00, 5.50000e-01, 1.63317e-04, -8.51154e-05
1,2.103330e+00, 6.00000e-01, 1.74284e-04, -1.05262e-04
1,2.153380e+00, 6.50000e-01, 1.76430e-04, -1.05739e-04
1,2.203430e+00, 7.00000e-01, 1.47343e-04, -8.33273e-05
1,2.253480e+00, 7.50000e-01, 1.65582e-04, -7.15256e-05
1,2.303540e+00, 8.00000e-01, 1.65939e-04, -7.37906e-05
1,2.353590e+00, 8.50000e-01, 1.66774e-04, -7.23600e-05
1,2.403640e+00, 9.00000e-01, 1.69158e-04, -5.98431e-05
1,2.453690e+00, 9.50000e-01, 1.67370e-04, -8.02279e-05
1,2.503740e+00, 1.00000e+00, 1.70112e-04, -4.61340e-05
1,2.553800e+00, 1.05000e+00, 1.75238e-04, -5.48363e-05
1,2.603850e+00, 1.10000e+00, 1.94550e-04, -4.37498e-05
1,2.653900e+00, 1.15000e+00, 1.89781e-04, -5.59092e-05
1,2.703950e+00, 1.20000e+00, 1.71185e-04, -7.02143e-05
1,2.754010e+00, 1.25000e+00, 1.79648e-04, -6.24657e-05
1,2.804060e+00, 1.30000e+00, 1.68681e-04, -6.03199e-05
1,2.854110e+00, 1.35000e+00, 1.61529e-04, -4.61340e-05
1,2.904170e+00, 1.40000e+00, 1.90735e-04, -5.24521e-05
1,2.954220e+00, 1.45000e+00, 2.03013e-04, -3.34978e-05
1,3.004270e+00, 1.50000e+00, 1.90973e-04, -1.32322e-05
1,3.054320e+00, 1.45000e+00, 1.97053e-04, -3.58820e-05
1,3.104380e+00, 1.40000e+00, 1.69873e-04, -3.02792e-05
