START TIME:2024-04-01 19:06:27
Vd=-0000.500000V
REPEAT,TIME(sec),GATE-VOLT(V),DRAIN-CURRENT(A),GATE-CURRENT(A)
1,7.236130e-01, 0.00000e+00, -2.31385e-04, -4.97103e-05
1,7.436640e-01, 5.00000e-02, -4.82798e-05, -5.67436e-05
1,7.637160e-01, 1.00000e-01, 5.59092e-05, -4.88758e-05
1,7.837680e-01, 1.50000e-01, 1.02758e-04, -5.47171e-05
1,8.038230e-01, 2.00000e-01, 1.30296e-04, -3.61204e-05
1,8.243850e-01, 2.50000e-01, 1.30057e-04, -4.01735e-05
1,8.444370e-01, 3.00000e-01, 1.29342e-04, -4.86374e-05
1,8.644890e-01, 3.50000e-01, 1.35660e-04, -4.47035e-05
1,8.845400e-01, 4.00000e-01, 1.13487e-04, -4.98295e-05
1,9.045930e-01, 4.50000e-01, 1.22309e-04, -4.30346e-05
1,9.246450e-01, 5.00000e-01, 1.22190e-04, -5.42402e-05
1,9.446970e-01, 5.50000e-01, 1.33157e-04, -5.37634e-05
1,9.647490e-01, 6.00000e-01, 1.35422e-04, -3.09944e-05
2,2.144683e+00, 6.00000e-01, -1.20163e-04, 2.28643e-04
2,2.164732e+00, 5.50000e-01, 7.59363e-05, 5.62668e-05
2,2.184784e+00, 5.00000e-01, 1.34706e-04, -2.82526e-05
2,2.204835e+00, 4.50000e-01, 1.51038e-04, -3.23057e-05
2,2.224887e+00, 4.00000e-01, 1.46151e-04, -3.93391e-05
2,2.244939e+00, 3.50000e-01, 1.33276e-04, -4.63724e-05
2,2.264991e+00, 3.00000e-01, 1.47700e-04, -4.98295e-05
2,2.285043e+00, 2.50000e-01, 1.46508e-04, -5.05447e-05
2,2.305605e+00, 2.00000e-01, 1.40429e-04, -6.18696e-05
2,2.325657e+00, 1.50000e-01, 1.53422e-04, -3.48091e-05
2,2.345709e+00, 1.00000e-01, 1.52588e-04, -4.75645e-05
2,2.365761e+00, 5.00000e-02, 1.37925e-04, -4.89950e-05
2,2.385921e+00, -1.11022e-16, 1.28508e-04, -6.06775e-05
2,2.405973e+00, -5.00000e-02, 1.05858e-04, -5.45979e-05
2,2.426025e+00, -1.00000e-01, -1.19209e-06, -6.00815e-05
2,2.446077e+00, -1.50000e-01, -2.45452e-04, -6.61612e-05
2,2.466128e+00, -2.00000e-01, -6.97732e-04, -5.50747e-05
2,2.486691e+00, -2.50000e-01, -1.37138e-03, -6.10352e-05
2,2.506743e+00, -3.00000e-01, -2.23446e-03, -5.66244e-05
2,2.526795e+00, -3.50000e-01, -3.21221e-03, -4.52995e-05
2,2.546847e+00, -4.00000e-01, -4.23574e-03, -4.47035e-05
2,2.566898e+00, -4.50000e-01, -5.20325e-03, -3.20673e-05
2,2.586950e+00, -5.00000e-01, -6.07944e-03, -2.50340e-05
2,2.607002e+00, -5.50000e-01, -6.87611e-03, -3.85046e-05
2,2.627053e+00, -6.00000e-01, -7.54786e-03, -3.11136e-05
2,2.647105e+00, -5.50000e-01, -7.55203e-03, -2.06232e-05
2,2.667157e+00, -5.00000e-01, -7.10285e-03, -2.82526e-05
2,2.687211e+00, -4.50000e-01, -6.47235e-03, -3.99351e-05
2,2.707263e+00, -4.00000e-01, -5.70381e-03, -4.38690e-05
2,2.727315e+00, -3.50000e-01, -4.78828e-03, -4.20809e-05
2,2.747367e+00, -3.00000e-01, -3.83556e-03, -4.01735e-05
2,2.767419e+00, -2.50000e-01, -2.91145e-03, -3.83854e-05
2,2.787981e+00, -2.00000e-01, -2.09522e-03, -4.02927e-05
2,2.808033e+00, -1.50000e-01, -1.43003e-03, -2.57492e-05
2,2.828085e+00, -1.00000e-01, -8.92997e-04, -2.22921e-05
2,2.848137e+00, -5.00000e-02, -4.80890e-04, -4.48227e-05
2,2.868297e+00, 0.00000e+00, -1.95861e-04, -2.22921e-05
2,2.888349e+00, 5.00000e-02, -2.05040e-05, -2.51532e-05
2,2.908401e+00, 1.00000e-01, 6.65188e-05, -4.33922e-05
2,2.928453e+00, 1.50000e-01, 1.17183e-04, -4.06504e-05
2,2.948509e+00, 2.00000e-01, 1.38164e-04, -3.69549e-05
2,2.969071e+00, 2.50000e-01, 1.54734e-04, -3.48091e-05
2,2.989122e+00, 3.00000e-01, 1.38760e-04, -3.81470e-05
2,3.009174e+00, 3.50000e-01, 1.37448e-04, -3.30210e-05
2,3.029226e+00, 4.00000e-01, 1.27316e-04, -1.88351e-05
2,3.049277e+00, 4.50000e-01, 1.23024e-04, -2.25306e-05
2,3.069329e+00, 5.00000e-01, 1.33157e-04, -2.08616e-05
2,3.089381e+00, 5.50000e-01, 1.27196e-04, -3.76701e-05
2,3.109433e+00, 6.00000e-01, 1.23024e-04, -3.65973e-05
3,4.198213e+00, 6.00000e-01, -7.86781e-05, 2.27213e-04
3,4.218262e+00, 5.50000e-01, 1.09076e-04, 5.04255e-05
3,4.238314e+00, 5.00000e-01, 1.55807e-04, -3.15905e-05
3,4.258366e+00, 4.50000e-01, 1.80244e-04, -4.20809e-05
3,4.278418e+00, 4.00000e-01, 1.82867e-04, -5.45979e-05
3,4.298469e+00, 3.50000e-01, 1.83105e-04, -4.48227e-05
3,4.318521e+00, 3.00000e-01, 1.72734e-04, -4.69685e-05
3,4.338573e+00, 2.50000e-01, 1.74284e-04, -5.98431e-05
3,4.359136e+00, 2.00000e-01, 1.82390e-04, -5.97239e-05
3,4.379189e+00, 1.50000e-01, 1.66893e-04, -4.24385e-05
3,4.399240e+00, 1.00000e-01, 1.60456e-04, -4.89950e-05
3,4.419292e+00, 5.00000e-02, 1.64747e-04, -3.79086e-05
3,4.439453e+00, -1.11022e-16, 1.50084e-04, -4.78029e-05
3,4.459504e+00, -5.00000e-02, 1.09196e-04, -5.66244e-05
3,4.479556e+00, -1.00000e-01, 7.62939e-06, -5.65052e-05
3,4.499608e+00, -1.50000e-01, -2.41995e-04, -5.31673e-05
3,4.519660e+00, -2.00000e-01, -6.84023e-04, -6.33001e-05
3,4.540222e+00, -2.50000e-01, -1.34575e-03, -6.13928e-05
3,4.560274e+00, -3.00000e-01, -2.18689e-03, -4.97103e-05
3,4.580327e+00, -3.50000e-01, -3.15368e-03, -4.88758e-05
3,4.600378e+00, -4.00000e-01, -4.19366e-03, -6.28233e-05
3,4.620430e+00, -4.50000e-01, -5.17499e-03, -6.27041e-05
3,4.640482e+00, -5.00000e-01, -6.06179e-03, -5.75781e-05
3,4.660534e+00, -5.50000e-01, -6.83475e-03, -5.87702e-05
3,4.680587e+00, -6.00000e-01, -7.52604e-03, -6.23465e-05
3,4.700638e+00, -5.50000e-01, -7.52926e-03, -5.38826e-05
3,4.720690e+00, -5.00000e-01, -7.07757e-03, -5.26905e-05
3,4.740744e+00, -4.50000e-01, -6.43778e-03, -4.62532e-05
3,4.760796e+00, -4.00000e-01, -5.65648e-03, -4.36306e-05
3,4.780848e+00, -3.50000e-01, -4.75287e-03, -5.63860e-05
3,4.800899e+00, -3.00000e-01, -3.78907e-03, -6.69956e-05
3,4.820951e+00, -2.50000e-01, -2.87175e-03, -6.69956e-05
3,4.841514e+00, -2.00000e-01, -2.05803e-03, -5.23329e-05
3,4.861566e+00, -1.50000e-01, -1.41072e-03, -6.10352e-05
3,4.881618e+00, -1.00000e-01, -8.79049e-04, -5.42402e-05
3,4.901670e+00, -5.00000e-02, -4.48346e-04, -4.86374e-05
3,4.921830e+00, 0.00000e+00, -1.61648e-04, -4.88758e-05
3,4.941882e+00, 5.00000e-02, 1.25170e-05, -5.40018e-05
3,4.961934e+00, 1.00000e-01, 1.12534e-04, -2.69413e-05
3,4.981986e+00, 1.50000e-01, 1.54376e-04, -2.37226e-05
3,5.002041e+00, 2.00000e-01, 1.69158e-04, -3.07560e-05
3,5.022604e+00, 2.50000e-01, 1.76787e-04, -4.23193e-05
3,5.042655e+00, 3.00000e-01, 1.60456e-04, -3.03984e-05
3,5.062707e+00, 3.50000e-01, 1.73926e-04, -4.18425e-05
3,5.082759e+00, 4.00000e-01, 1.65462e-04, -3.86238e-05
3,5.102811e+00, 4.50000e-01, 1.72496e-04, -4.79221e-05
3,5.122863e+00, 5.00000e-01, 1.58668e-04, -4.68493e-05
3,5.142914e+00, 5.50000e-01, 1.52111e-04, -6.10352e-05
3,5.162966e+00, 6.00000e-01, 1.59621e-04, -5.17368e-05
4,6.270816e+00, 6.00000e-01, -8.14199e-05, 2.49267e-04
4,6.290865e+00, 5.50000e-01, 9.47714e-05, 7.17640e-05
4,6.310916e+00, 5.00000e-01, 1.43170e-04, -2.18153e-05
4,6.330968e+00, 4.50000e-01, 1.68920e-04, -4.12464e-05
4,6.351020e+00, 4.00000e-01, 1.72734e-04, -5.05447e-05
4,6.371072e+00, 3.50000e-01, 1.72734e-04, -4.33922e-05
4,6.391124e+00, 3.00000e-01, 1.84894e-04, -3.71933e-05
4,6.411176e+00, 2.50000e-01, 1.83940e-04, -2.47955e-05
4,6.431738e+00, 2.00000e-01, 1.94311e-04, -2.51532e-05
4,6.451791e+00, 1.50000e-01, 1.82152e-04, -2.98023e-05
4,6.471842e+00, 1.00000e-01, 2.00152e-04, -3.57628e-05
4,6.491894e+00, 5.00000e-02, 1.98603e-04, -3.26633e-05
4,6.512055e+00, -1.11022e-16, 1.74046e-04, -4.94719e-05
4,6.532107e+00, -5.00000e-02, 1.50442e-04, -5.81741e-05
4,6.552158e+00, -1.00000e-01, 4.78029e-05, -5.53131e-05
4,6.572211e+00, -1.50000e-01, -1.85609e-04, -5.59092e-05
4,6.592262e+00, -2.00000e-01, -6.21557e-04, -5.38826e-05
4,6.612824e+00, -2.50000e-01, -1.29223e-03, -6.37770e-05
4,6.632876e+00, -3.00000e-01, -2.13099e-03, -4.24385e-05
4,6.652928e+00, -3.50000e-01, -3.10791e-03, -4.78029e-05
4,6.672980e+00, -4.00000e-01, -4.13930e-03, -3.98159e-05
4,6.693031e+00, -4.50000e-01, -5.12958e-03, -3.37362e-05
4,6.713083e+00, -5.00000e-01, -6.02067e-03, -3.80278e-05
4,6.733135e+00, -5.50000e-01, -6.82437e-03, -5.17368e-05
4,6.753186e+00, -6.00000e-01, -7.50136e-03, -4.37498e-05
4,6.773238e+00, -5.50000e-01, -7.50530e-03, -5.28097e-05
4,6.793290e+00, -5.00000e-01, -7.05338e-03, -5.34058e-05
4,6.813343e+00, -4.50000e-01, -6.41692e-03, -5.78165e-05
4,6.833395e+00, -4.00000e-01, -5.63180e-03, -5.36442e-05
4,6.853446e+00, -3.50000e-01, -4.72498e-03, -6.35386e-05
4,6.873498e+00, -3.00000e-01, -3.75700e-03, -6.80685e-05
4,6.893550e+00, -2.50000e-01, -2.83325e-03, -5.38826e-05
4,6.914112e+00, -2.00000e-01, -2.03764e-03, -5.26905e-05
4,6.934164e+00, -1.50000e-01, -1.38187e-03, -5.55515e-05
4,6.954216e+00, -1.00000e-01, -8.44717e-04, -5.22137e-05
4,6.974268e+00, -5.00000e-02, -4.45127e-04, -4.80413e-05
4,6.994429e+00, 0.00000e+00, -1.51515e-04, -4.13656e-05
4,7.014481e+00, 5.00000e-02, 1.16825e-05, -4.51803e-05
4,7.034533e+00, 1.00000e-01, 1.02043e-04, -4.74453e-05
4,7.054584e+00, 1.50000e-01, 1.36375e-04, -4.47035e-05
4,7.074640e+00, 2.00000e-01, 1.38283e-04, -3.77893e-05
4,7.095202e+00, 2.50000e-01, 1.59621e-04, -5.10216e-05
4,7.115254e+00, 3.00000e-01, 1.70350e-04, -5.45979e-05
4,7.135306e+00, 3.50000e-01, 1.64270e-04, -3.95775e-05
4,7.155357e+00, 4.00000e-01, 1.66416e-04, -4.62532e-05
4,7.175409e+00, 4.50000e-01, 1.69873e-04, -4.13656e-05
4,7.195461e+00, 5.00000e-01, 1.71900e-04, -3.71933e-05
4,7.215512e+00, 5.50000e-01, 1.61052e-04, -2.67029e-05
4,7.235564e+00, 6.00000e-01, 1.69396e-04, -3.73125e-05
5,8.212036e+00, 6.00000e-01, -9.90629e-05, 2.16842e-04
5,8.232084e+00, 5.50000e-01, 6.89030e-05, 3.26633e-05
5,8.252136e+00, 5.00000e-01, 1.26481e-04, -6.54459e-05
5,8.272188e+00, 4.50000e-01, 1.42455e-04, -7.30753e-05
5,8.292239e+00, 4.00000e-01, 1.42097e-04, -8.74996e-05
5,8.312291e+00, 3.50000e-01, 1.54734e-04, -9.58443e-05
5,8.332343e+00, 3.00000e-01, 1.54018e-04, -9.71556e-05
5,8.352394e+00, 2.50000e-01, 1.71781e-04, -7.83205e-05
5,8.372956e+00, 2.00000e-01, 1.65939e-04, -6.83069e-05
5,8.393008e+00, 1.50000e-01, 1.51038e-04, -6.05583e-05
5,8.413060e+00, 1.00000e-01, 1.45912e-04, -5.41210e-05
5,8.433112e+00, 5.00000e-02, 1.51992e-04, -6.09159e-05
5,8.453273e+00, -1.11022e-16, 1.21355e-04, -7.93934e-05
5,8.473324e+00, -5.00000e-02, 9.70364e-05, -6.30617e-05
5,8.493376e+00, -1.00000e-01, -4.29153e-06, -9.42945e-05
5,8.513427e+00, -1.50000e-01, -2.31624e-04, -8.96454e-05
5,8.533479e+00, -2.00000e-01, -6.70314e-04, -7.86781e-05
5,8.554040e+00, -2.50000e-01, -1.32871e-03, -8.33273e-05
5,8.574092e+00, -3.00000e-01, -2.15173e-03, -8.48770e-05
5,8.594144e+00, -3.50000e-01, -3.11708e-03, -8.63075e-05
5,8.614196e+00, -4.00000e-01, -4.13918e-03, -8.29697e-05
5,8.634247e+00, -4.50000e-01, -5.12958e-03, -8.51154e-05
5,8.654299e+00, -5.00000e-01, -6.02162e-03, -7.86781e-05
5,8.674352e+00, -5.50000e-01, -6.81603e-03, -7.79629e-05
5,8.694403e+00, -6.00000e-01, -7.49898e-03, -8.38041e-05
5,8.714455e+00, -5.50000e-01, -7.48885e-03, -7.91550e-05
5,8.734507e+00, -5.00000e-01, -7.05421e-03, -8.39233e-05
5,8.754561e+00, -4.50000e-01, -6.41799e-03, -8.23736e-05
5,8.774613e+00, -4.00000e-01, -5.60534e-03, -6.48499e-05
5,8.794664e+00, -3.50000e-01, -4.71056e-03, -6.29425e-05
5,8.814716e+00, -3.00000e-01, -3.74794e-03, -5.03063e-05
5,8.834767e+00, -2.50000e-01, -2.84922e-03, -4.42266e-05
5,8.855330e+00, -2.00000e-01, -2.03335e-03, -5.38826e-05
5,8.875382e+00, -1.50000e-01, -1.38199e-03, -5.43594e-05
5,8.895434e+00, -1.00000e-01, -8.53539e-04, -7.35521e-05
5,8.915486e+00, -5.00000e-02, -4.39763e-04, -6.19888e-05
5,8.935647e+00, 0.00000e+00, -1.60694e-04, -4.74453e-05
5,8.955700e+00, 5.00000e-02, 3.45707e-06, -4.23193e-05
5,8.975752e+00, 1.00000e-01, 1.00255e-04, -3.25441e-05
5,8.995804e+00, 1.50000e-01, 1.35899e-04, -4.30346e-05
5,9.015859e+00, 2.00000e-01, 1.50084e-04, -4.22001e-05
5,9.036421e+00, 2.50000e-01, 1.62244e-04, -4.37498e-05
5,9.056473e+00, 3.00000e-01, 1.50800e-04, -5.36442e-05
5,9.076525e+00, 3.50000e-01, 1.47700e-04, -6.21080e-05
5,9.096577e+00, 4.00000e-01, 1.60694e-04, -4.48227e-05
5,9.116629e+00, 4.50000e-01, 1.60098e-04, -3.77893e-05
5,9.136681e+00, 5.00000e-01, 1.70588e-04, -4.54187e-05
5,9.156733e+00, 5.50000e-01, 1.70946e-04, -4.81606e-05
5,9.176785e+00, 6.00000e-01, 1.60456e-04, -3.76701e-05
