START TIME:2024-04-01 19:08:05
Vd=-0000.500000V
REPEAT,TIME(sec),GATE-VOLT(V),DRAIN-CURRENT(A),GATE-CURRENT(A)
1,0.000000e+00, 7.00000e-01, -1.18613e-04, 3.03030e-04
1,2.004800e-02, 6.50000e-01, 9.35793e-05, 8.80957e-05
1,4.010000e-02, 6.00000e-01, 1.61886e-04, -3.13520e-05
1,6.015200e-02, 5.50000e-01, 1.81556e-04, -4.87566e-05
1,8.020400e-02, 5.00000e-01, 1.92642e-04, -5.23329e-05
1,1.002570e-01, 4.50000e-01, 1.96934e-04, -4.32730e-05
1,1.203090e-01, 4.00000e-01, 1.89066e-04, -5.54323e-05
1,1.403600e-01, 3.50000e-01, 1.78456e-04, -5.94854e-05
1,1.604120e-01, 3.00000e-01, 1.83105e-04, -6.05583e-05
1,1.804640e-01, 2.50000e-01, 1.78337e-04, -4.79221e-05
1,2.010270e-01, 2.00000e-01, 1.73450e-04, -6.06775e-05
1,2.210790e-01, 1.50000e-01, 1.70231e-04, -5.92470e-05
1,2.411300e-01, 1.00000e-01, 1.80960e-04, -7.97510e-05
1,2.611820e-01, 5.00000e-02, 1.74403e-04, -6.91414e-05
1,2.813430e-01, -1.11022e-16, 1.60217e-04, -7.11679e-05
1,3.013950e-01, -5.00000e-02, 1.22070e-04, -7.28369e-05
1,3.214460e-01, -1.00000e-01, 2.99215e-05, -8.01086e-05
1,3.414980e-01, -1.50000e-01, -2.12312e-04, -8.20160e-05
1,3.615500e-01, -2.00000e-01, -6.69360e-04, -8.33273e-05
1,3.821120e-01, -2.50000e-01, -1.34802e-03, -9.66787e-05
1,4.021640e-01, -3.00000e-01, -2.19309e-03, -8.54731e-05
1,4.222160e-01, -3.50000e-01, -3.18837e-03, -7.14064e-05
1,4.422680e-01, -4.00000e-01, -4.21143e-03, -7.96318e-05
1,4.623200e-01, -4.50000e-01, -5.18286e-03, -9.11951e-05
1,4.823710e-01, -5.00000e-01, -6.06465e-03, -8.21352e-05
1,5.024230e-01, -5.50000e-01, -6.83343e-03, -8.45194e-05
1,5.224750e-01, -6.00000e-01, -7.50077e-03, -7.40290e-05
1,5.425290e-01, -6.50000e-01, -8.06677e-03, -7.59363e-05
1,5.625810e-01, -7.00000e-01, -8.50141e-03, -5.94854e-05
1,5.826330e-01, -6.50000e-01, -8.53336e-03, -7.52211e-05
1,6.026850e-01, -6.00000e-01, -8.28087e-03, -6.48499e-05
1,6.227360e-01, -5.50000e-01, -7.90977e-03, -5.92470e-05
1,6.427880e-01, -5.00000e-01, -7.42233e-03, -5.72205e-05
1,6.628400e-01, -4.50000e-01, -6.79564e-03, -6.17504e-05
1,6.828920e-01, -4.00000e-01, -6.01614e-03, -5.78165e-05
1,7.029440e-01, -3.50000e-01, -5.11301e-03, -7.35521e-05
1,7.229960e-01, -3.00000e-01, -4.11820e-03, -6.11544e-05
1,7.430490e-01, -2.50000e-01, -3.13687e-03, -4.73261e-05
1,7.636110e-01, -2.00000e-01, -2.26343e-03, -5.00679e-05
1,7.836630e-01, -1.50000e-01, -1.56152e-03, -5.37634e-05
