START TIME:2024-04-01 18:50:39
REPEAT,TIME(sec),SMUA-VOLTAGE(V),SMUA-CURRENT(A),SMUB-VOLTAGE(V),SMUB-CURRENT(A)
104,2.611697e+01, 0.00000e+00, -1.83319e-08, 0.00000e+00, -1.77058e-07
105,2.611701e+01, 0.00000e+00, 2.67099e-08, -5.00000e-01, -2.02696e-04
105,2.624145e+01, 0.00000e+00, 1.43779e-08, -5.00000e-01, -1.92573e-04
105,2.624151e+01, 0.00000e+00, -2.63214e-07, 0.00000e+00, -1.57030e-07
105,2.636844e+01, 0.00000e+00, -1.82480e-08, 0.00000e+00, -1.69926e-07
106,2.636863e+01, 0.00000e+00, 2.66954e-08, -5.00000e-01, -2.02597e-04
106,2.649308e+01, 0.00000e+00, 1.44906e-08, -5.00000e-01, -1.92492e-04
106,2.649312e+01, 0.00000e+00, -2.62788e-07, 0.00000e+00, -1.51845e-07
106,2.661999e+01, 0.00000e+00, -1.82972e-08, 0.00000e+00, -1.74461e-07
107,2.662004e+01, 0.00000e+00, 2.56824e-08, -5.00000e-01, -2.02364e-04
107,2.674442e+01, 0.00000e+00, 1.44741e-08, -5.00000e-01, -1.92302e-04
107,2.674447e+01, 0.00000e+00, -2.62760e-07, 0.00000e+00, -1.54680e-07
107,2.687126e+01, 0.00000e+00, -1.83117e-08, 0.00000e+00, -1.82122e-07
108,2.687130e+01, 0.00000e+00, 2.56895e-08, -5.00000e-01, -2.02332e-04
108,2.699582e+01, 0.00000e+00, 1.44443e-08, -5.00000e-01, -1.92240e-04
108,2.699600e+01, 0.00000e+00, -2.62934e-07, 0.00000e+00, -1.54761e-07
108,2.712283e+01, 0.00000e+00, -1.82877e-08, 0.00000e+00, -1.76556e-07
109,2.712290e+01, 0.00000e+00, 2.57072e-08, -5.00000e-01, -2.02270e-04
109,2.724732e+01, 0.00000e+00, 1.44214e-08, -5.00000e-01, -1.92194e-04
109,2.724736e+01, 0.00000e+00, -2.62714e-07, 0.00000e+00, -1.73972e-07
109,2.737423e+01, 0.00000e+00, -1.83304e-08, 0.00000e+00, -1.88758e-07
110,2.737428e+01, 0.00000e+00, 2.58740e-08, -5.00000e-01, -2.02195e-04
110,2.749872e+01, 0.00000e+00, 1.45222e-08, -5.00000e-01, -1.92121e-04
110,2.749877e+01, 0.00000e+00, -2.62946e-07, 0.00000e+00, -1.75078e-07
110,2.762569e+01, 0.00000e+00, -1.82995e-08, 0.00000e+00, -1.94285e-07
111,2.762580e+01, 0.00000e+00, 2.60378e-08, -5.00000e-01, -2.02153e-04
111,2.775024e+01, 0.00000e+00, 1.44778e-08, -5.00000e-01, -1.92073e-04
111,2.775029e+01, 0.00000e+00, -2.62840e-07, 0.00000e+00, -1.82013e-07
111,2.787715e+01, 0.00000e+00, -1.82356e-08, 0.00000e+00, -1.97598e-07
112,2.787718e+01, 0.00000e+00, 2.62115e-08, -5.00000e-01, -2.02075e-04
112,2.800155e+01, 0.00000e+00, 1.43984e-08, -5.00000e-01, -1.91996e-04
112,2.800160e+01, 0.00000e+00, -2.37944e-07, 0.00000e+00, -1.79904e-07
